pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_bmassj,pl_radj,pl_eqt,st_teff,st_rad,st_mass,sy_dist
"HAT-P-9 b","HAT-P-9","Transit",2008,3.92281072000,0.0528700000,0.74900000,1.39300000,1540.00,6350.00,1.338000,1.281000,455.20300000
"LP 261-75 b","LP 261-75 A","Imaging",2006,,450.0000000000,21.00000000,,1500.00,,,0.220000,33.92800000
"Kepler-144 c","Kepler-144","Transit",2014,10.10466500000,0.0940000000,,0.12000000,,6075.00,1.235000,,384.91700000
"Kepler-1174 b","Kepler-1174","Transit",2016,6.89225223000,,,0.14185030,,5936.00,1.040000,1.040000,1408.75000000
"Kepler-147 b","Kepler-147","Transit",2014,12.61058400000,0.1130000000,,0.13600000,,6012.00,1.468000,,1042.02000000
"HD 81817 c","HD 81817","Radial Velocity",2022,622.97802000000,2.3250000000,22.60900000,,,,,4.300000,269.12600000
"Kepler-336 b","Kepler-336","Transit",2014,2.02482300000,0.0330000000,,0.09100000,,5867.00,1.304000,,768.86000000
"Kepler-449 c","Kepler-449","Transit",2015,33.67270000000,,,0.24658756,,5649.18,,,241.94900000
"K2-183 c","K2-183","Transit",2018,10.78799200000,,,0.20519261,,5482.00,0.870000,,329.04100000
"K2-206 b","K2-206","Transit",2018,18.29454900000,,,0.24937361,,5043.00,0.758046,0.789481,244.44300000
"Kepler-1109 b","Kepler-1109","Transit",2016,37.64673840000,,,0.19537871,,5893.00,1.060000,1.050000,685.08700000
"GJ 2030 c","GJ 2030","Radial Velocity",2022,25533.11353000000,16.7610000000,12.80300000,,,,,0.960000,37.07880000
"MOA-2010-BLG-477L b","MOA-2010-BLG-477L","Microlensing",2012,,2.0000000000,1.50000000,,,5950.00,,0.670000,2300.00000000
"Kepler-84 c","Kepler-84","Transit",2012,12.88300000000,,,0.21100000,,,1.430000,1.000000,1023.90000000
"2MASS J22362452+4751425 b","2MASS J22362452+4751425","Imaging",2016,,230.0000000000,12.50000000,,,4045.00,,0.600000,69.57370000
"HD 202696 b","HD 202696","Radial Velocity",2019,517.80000000000,1.5660000000,1.99600000,,,5040.00,6.430000,1.910000,188.54600000
"Kepler-981 b","Kepler-981","Transit",2016,4.46975773600,,,0.20608440,,5718.00,0.960000,0.980000,878.08200000
"WISE J033605.05-014350.4 b","WISE J033605.05-014350.4","Imaging",2023,2560.00000000000,0.9700000000,8.25000000,,325.00,415.00,,0.013100,
"Kepler-1825 b","Kepler-1825","Transit",2021,1.02586996600,,,0.12686321,,5123.00,0.847000,0.828000,430.25400000
"Kepler-513 b","Kepler-513","Transit",2016,28.86235584000,,,0.19627085,,5849.00,1.060000,1.020000,468.25800000
"K2-259 b","K2-259","Transit",2018,15.48043000000,0.1271000000,,0.20697654,795.00,6059.00,1.130000,1.140000,416.45700000
"K2-116 b","K2-116","Transit",2017,4.65541100000,0.0480000000,,0.06155768,,4348.35,0.669400,0.694512,49.38550000
"Kepler-1053 b","Kepler-1053","Transit",2016,2.41435165400,,,0.08742974,,4529.00,0.690000,0.740000,151.12900000
"Kepler-197 c","Kepler-197","Transit",2014,10.34969500000,0.0900000000,,0.11000000,,6004.00,1.120000,,330.57500000
"HD 152079 b","HD 152079","Radial Velocity",2009,2918.92000000000,4.1870000000,2.66100000,,,5907.00,1.128000,1.147000,87.88880000
"HD 103774 b","HD 103774","Radial Velocity",2013,5.88810000000,0.0700000000,0.36700000,,,6489.00,,1.335000,56.40890000
"Kepler-122 f","Kepler-122","Transit Timing Variations",2014,56.26800000000,,0.11300000,0.15600000,,,0.949000,1.030000,1027.45000000
"Kepler-544 b","Kepler-544","Transit",2016,21.41616926000,,,0.18913373,,6206.00,1.220000,1.160000,963.18000000
"Kepler-1468 d","Kepler-1468","Transit",2021,19.59059906000,,,0.29725017,,5794.00,1.496000,1.072000,1899.24000000
"Kepler-1256 b","Kepler-1256","Transit",2016,12.41277540000,,,0.13292890,,6129.00,1.360000,1.170000,891.19200000
"Pr0201 b","Pr0201","Radial Velocity",2012,4.42640000000,0.0600000000,0.54000000,,,6174.00,1.150000,1.240000,180.64000000
"Kepler-1227 b","Kepler-1227","Transit",2016,94.28875770000,,,0.20430012,,5747.00,0.950000,0.970000,623.70600000
"K2-195 b","K2-195","Transit",2018,15.85297500000,0.1208000000,,0.27923990,720.00,5713.00,0.990000,0.940000,315.01400000
"Kepler-1137 b","Kepler-1137","Transit",2016,23.92107910000,,,0.19627085,,6807.00,1.840000,1.500000,921.77800000
"Kepler-1641 c","Kepler-1641","Transit",2016,32.65721200000,,,0.26318137,,6152.00,1.190000,1.120000,860.37000000
"Kepler-1695 b","Kepler-1695","Transit",2020,4.73290000000,,,0.09987412,,5473.19,0.987155,0.960000,791.17500000
"Kepler-248 c","Kepler-248","Transit",2014,16.23949400000,0.1230000000,,0.36300000,,5190.00,0.831000,,738.79200000
"Kepler-296 d","Kepler-296","Transit",2014,19.85029100000,0.1180000000,,0.18645731,,3740.00,0.480000,0.498000,
"OGLE-2018-BLG-1212L b","OGLE-2018-BLG-1212L","Microlensing",2022,,1.6800000000,0.20000000,,,,,0.160000,1550.00000000
"K2-58 b","K2-58","Transit",2016,7.05254000000,0.0692000000,,0.23909359,,5413.00,0.860000,0.890000,181.74600000
"Kepler-266 c","Kepler-266","Transit",2014,107.72360100000,0.4570000000,,0.34700000,,5885.00,1.028000,,1370.79000000
"Kepler-1028 b","Kepler-1028","Transit",2016,2.51462432000,,,0.11865465,,5522.00,0.870000,0.900000,607.91600000
"GJ 676 A c","GJ 676 A","Radial Velocity",2016,13921.42302000000,9.7260000000,13.49200000,,,,,0.626000,16.02720000
"Kepler-1123 b","Kepler-1123","Transit",2016,4.33946454000,,,0.14898742,,5500.00,0.900000,0.930000,704.32300000
"Kepler-1606 b","Kepler-1606","Transit",2016,196.43522400000,,,0.18467303,,5422.00,0.860000,0.900000,831.28700000
"Kepler-278 c","Kepler-278","Transit",2014,51.11100000000,0.2870000000,0.10980768,0.29155193,492.00,4965.00,2.861000,1.227000,443.03000000
"Kepler-1080 b","Kepler-1080","Transit",2016,77.25483960000,,,0.29262200,,5956.00,1.160000,1.100000,1382.82000000
"Kepler-355 b","Kepler-355","Transit",2014,11.03189000000,0.1020000000,,0.13000000,,6184.00,1.066000,,1432.17000000
"K2-213 b","K2-213","Transit",2018,8.13087000000,,,0.13506866,,5794.00,1.204240,1.069596,389.70200000
"OGLE-2017-BLG-0406L b","OGLE-2017-BLG-0406L","Microlensing",2020,,3.5000000000,0.41000000,,,,,0.560000,5200.00000000
"Kepler-224 d","Kepler-224","Transit",2014,11.34939300000,0.0890000000,,0.20500000,,5018.00,0.676000,,782.08800000
"KIC 7917485 b","KIC 7917485","Pulsation Timing Variations",2016,840.00000000000,,11.80000000,,,7067.00,,1.630000,1382.89000000
"Kepler-104 c","Kepler-104","Transit",2014,23.66820500000,0.1530000000,,0.27900000,,5711.00,1.349000,,400.78500000
"Kepler-630 b","Kepler-630","Transit",2016,161.47439370000,,,0.28370060,,5829.00,1.040000,1.020000,839.78400000
"Kepler-1298 b","Kepler-1298","Transit",2016,7.12811928000,,,0.11687037,,6339.00,2.000000,1.450000,544.16300000
"Kepler-193 b","Kepler-193","Transit",2014,11.38848000000,0.1060000000,,0.21300000,,6335.00,1.147000,,1009.10000000
"Kepler-449 b","Kepler-449","Transit",2015,12.58242000000,,,0.18342403,,5649.18,,,241.94900000
"Kepler-1103 b","Kepler-1103","Transit",2016,19.79191978000,,,0.20251584,,6092.00,1.150000,1.110000,1331.92000000
"K2-317 b","K2-317","Transit",2020,6.22000000000,0.0542000000,,0.26139709,432.00,3387.00,0.379000,0.403000,176.29100000
"K2-44 b","K2-44","Transit",2016,5.65700000000,0.0600000000,,0.21705772,,5912.00,1.580000,1.150000,476.70300000
"Kepler-810 b","Kepler-810","Transit",2016,4.59725385000,,,0.17218307,,5803.00,1.040000,1.030000,1458.59000000
"TOI-270 d","TOI-270","Transit",2019,11.38194000000,,0.01321468,0.17842836,383.00,3506.00,0.380000,0.386000,22.47930000
"Kepler-51 c","Kepler-51","Transit",2012,85.31200000000,0.3840000000,0.01300000,0.80300000,439.00,6018.00,0.940000,1.040000,783.83100000
"GJ 357 c","GJ 357","Radial Velocity",2019,9.12470000000,0.0610000000,0.01069754,,401.20,3505.00,0.337000,0.342000,9.44181000
"Kepler-1165 b","Kepler-1165","Transit",2016,9.47852200000,,,0.13828174,,6080.00,1.180000,1.130000,1575.20000000
"TOI-2202 c","TOI-2202","Transit Timing Variations",2021,24.67440000000,0.1554400000,0.36900000,,,5144.00,0.794000,0.823000,235.93300000
"2MASS J01033563-5515561 AB b","2MASS J01033563-5515561 A","Imaging",2013,,84.0000000000,13.00000000,,,,,0.190000,
"TOI-2411 b","TOI-2411","Transit",2022,0.78269420000,0.0144000000,,0.14987982,1355.00,4099.00,0.680000,0.650000,59.53620000
"KMT-2016-BLG-1337L b","KMT-2016-BLG-1337L","Microlensing",2026,,3.9700000000,0.28000000,,,,,0.540000,6920.00000000
"2MASS J12073346-3932539 b","2MASS J12073346-3932539","Imaging",2004,,,5.20000000,1.40000000,1163.00,,,,64.30800000
"PDS 70 b","PDS 70","Imaging",2018,,20.8000000000,3.20000000,1.96000000,1392.00,4109.00,,0.982000,113.06400000
"PDS 70 c","PDS 70","Imaging",2019,,34.3000000000,7.50000000,1.98000000,1054.00,4109.00,,0.982000,113.06400000
"Kepler-1312 b","Kepler-1312","Transit",2016,5.44832528600,,,0.18734945,,5719.00,0.920000,0.990000,299.10400000
"Kepler-349 c","Kepler-349","Transit",2014,12.24762900000,0.1050000000,,0.17500000,,5956.00,0.927000,,940.72400000
"MOA-2010-BLG-328L b","MOA-2010-BLG-328L","Microlensing",2013,,0.9200000000,0.02900000,,,,,0.110000,810.00000000
"USco CTIO 108 b","USco CTIO 108","Imaging",2008,,670.0000000000,14.00000000,,,2700.00,,0.060000,144.01900000
"Kepler-225 b","Kepler-225","Transit",2014,6.73897500000,0.0560000000,,0.10700000,,3682.00,0.480000,,561.10100000
"Kepler-539 c","Kepler-539","Transit Timing Variations",2016,1000.00000000000,2.4200000000,2.40000000,,253.00,5820.00,0.952000,1.048000,307.31800000
"Kepler-783 c","Kepler-783","Transit",2020,7.05395000000,,,0.20800582,,5411.49,0.872088,0.940000,516.09000000
"HD 18015 b","HD 18015","Radial Velocity",2018,2278.00000000000,3.8700000000,3.18000000,,,5603.00,3.130000,1.490000,123.80100000
"Kepler-160 c","Kepler-160","Transit",2014,13.69942900000,0.1192000000,,0.33544473,,5471.00,1.118000,,937.01300000
"TOI-4515 b","TOI-4515","Transit",2024,15.26644600000,0.1180000000,2.00500000,1.08600000,705.00,5433.00,0.860000,0.949000,193.49900000
"Kepler-1143 b","Kepler-1143","Transit",2016,2.88890484900,,,0.14898742,,5053.00,0.770000,0.810000,555.18900000
"Kepler-1833 b","Kepler-1833","Transit",2021,6.89212989800,,,0.11600284,,6164.00,1.446000,1.286000,591.60200000
"Kepler-1805 b","Kepler-1805","Transit",2021,8.84794044500,,,0.13783851,,3867.00,0.552000,0.581000,221.63900000
"HD 60292 b","HD 60292","Radial Velocity",2020,495.40000000000,1.5000000000,6.50000000,,,4348.00,27.000000,1.700000,315.21100000
"Kepler-1240 b","Kepler-1240","Transit",2016,4.86638150000,,,0.10259613,,5682.00,0.960000,0.980000,862.18600000
"Kepler-140 c","Kepler-140","Transit",2014,91.35328200000,0.4140000000,,0.16100000,,6077.00,1.288000,,583.85900000
"Kepler-1095 b","Kepler-1095","Transit",2016,4.27103091000,,,0.10794897,,5658.00,0.920000,0.940000,792.52200000
"Kepler-1445 b","Kepler-1445","Transit",2016,10.60052251000,,,0.08564546,,6150.00,1.260000,1.130000,506.35700000
"Kepler-1728 b","Kepler-1728","Transit",2021,4.78299999200,,,0.26362957,,5170.00,0.807000,0.891000,651.78300000
"K2-201 b","K2-201","Transit",2018,1.05979000000,,,0.12490562,,5507.00,0.878161,0.956055,197.93200000
"KMT-2023-BLG-0416L b","KMT-2023-BLG-0416L","Microlensing",2024,,2.9600000000,0.04100000,,,,,0.630000,5900.00000000
"Kepler-436 b","Kepler-436","Transit",2015,64.00205000000,0.3390000000,,0.24000000,,4651.00,0.697000,0.729000,588.86700000
"GJ 414 A c","GJ 414 A","Radial Velocity",2021,749.83000000000,1.4000000000,0.16936727,0.74939781,124.70,4120.00,0.680000,0.650000,11.88930000
"Kepler-286 b","Kepler-286","Transit",2014,1.79630200000,0.0270000000,,0.11100000,,5580.00,0.863000,,1226.85000000
"Kepler-262 b","Kepler-262","Transit",2014,13.06085500000,0.1080000000,,0.12100000,,5841.00,0.881000,,613.12900000
"ZTF J1828+2308 b","ZTF J1828+2308","Transit",2025,0.11200670000,,20.00000000,0.99300000,,15900.00,0.013100,0.610000,201.82700000
"Kepler-69 b","Kepler-69","Transit",2013,13.72234100000,0.0940000000,,0.20000000,779.00,5638.00,0.930000,0.810000,730.62500000
"Kepler-342 c","Kepler-342","Transit",2014,26.23413800000,0.1850000000,,0.17500000,,6175.00,1.472000,,781.61100000
"Kepler-1440 b","Kepler-1440","Transit",2016,39.85948400000,,,0.11240967,,5698.00,0.960000,0.980000,1115.35000000
"Kepler-1257 b","Kepler-1257","Transit",2016,2.66831376200,,,0.13560532,,5502.00,0.870000,0.900000,1105.95000000
"KOI-351 e","KOI-351","Transit",2013,91.93913000000,0.4200000000,,0.23700000,,6080.00,1.200000,1.200000,848.25400000
"tau Gem b","tau Gem","Radial Velocity",2013,305.50000000000,1.1700000000,20.60000000,,,4388.00,26.800000,2.300000,112.53700000
"Kepler-1159 b","Kepler-1159","Transit",2016,22.70816791000,,,0.21143724,,6217.00,1.280000,1.190000,1213.71000000
"Kepler-1724 b","Kepler-1724","Transit",2021,6.45442009000,,,0.25308032,,6092.00,0.943000,1.016000,1060.77000000
"Kepler-922 b","Kepler-922","Transit",2016,0.93846683200,,,0.12668391,,5671.00,0.930000,0.950000,536.32300000
"OGLE-2018-BLG-0677L b","OGLE-2018-BLG-0677L","Microlensing",2020,,0.6300000000,0.01250000,,,,,0.120000,7580.00000000
"Kepler-1661 b","Kepler-1661","Transit",2020,175.06000000000,0.6330000000,0.05348771,0.34525827,243.00,5100.00,0.762000,0.841000,410.60700000
"K2-59 c","K2-59","Transit",2016,11.29540000000,0.0905000000,,0.20519226,,5055.00,0.731000,0.774000,311.31300000
"K2-88 b","K2-88","Transit",2016,4.61220000000,0.0345000000,,0.10973325,,3537.00,0.256000,0.258000,110.56100000
"Kepler-732 b","Kepler-732","Transit",2016,9.46781404800,,,0.19448657,,3631.00,0.460000,0.490000,174.82600000
"Kepler-1388 e","Kepler-1388","Transit",2016,37.63270840000,,,0.21946650,,4098.00,0.610000,0.630000,453.79500000
"K2-190 c","K2-190","Transit",2018,21.57402300000,,,0.09751835,,5631.00,0.912206,0.904597,160.67900000
"K2-90 c","K2-90","Transit",2016,2.90070600000,0.0350000000,,0.11597823,,4421.98,0.634754,0.704613,134.18800000
"GJ 422 b","GJ 422","Radial Velocity",2014,20.12900000000,0.1110000000,0.03482994,,,,,0.350000,12.66310000
"DMPP-7 b","DMPP-7","Radial Velocity",2026,4.98400000000,0.0587300000,0.19315454,,,,,1.090000,101.38600000
"K2-148 b","K2-148","Transit",2018,4.38395000000,0.0454000000,,0.11865465,,4079.00,0.632000,0.650000,124.45800000
"K2-316 c","K2-316","Transit",2020,5.26000000000,0.0582000000,,0.16326166,423.00,3436.00,0.379000,0.408000,112.48600000
"K2-73 b","K2-73","Transit",2016,7.49556000000,,0.02894644,0.23017258,968.00,5867.00,1.058000,1.020000,269.18300000
"Kepler-885 b","Kepler-885","Transit",2016,18.11472949000,,,0.22303506,,6187.00,1.350000,1.210000,651.31800000
"Kepler-441 b","Kepler-441","Transit",2015,207.24820000000,0.6400000000,,0.15000000,,4340.00,0.550000,0.572000,268.00300000
"Kepler-890 b","Kepler-890","Transit",2016,52.75875577000,,,0.79311268,,5954.00,1.130000,1.090000,1712.12000000
"K2-47 b","K2-47","Transit",2016,31.63720000000,0.1779000000,,0.16861451,,5054.00,0.760000,0.750000,349.88100000
"Kepler-863 b","Kepler-863","Transit",2016,15.59461874000,,,0.25872067,,5678.00,0.950000,0.960000,1499.66000000
"USco1556 b","USco1556 A","Imaging",2019,,3500.0000000000,15.00000000,,2240.00,3410.00,,0.330000,140.63500000
"Kepler-1219 b","Kepler-1219","Transit",2016,16.10467749000,,,0.18913373,,5944.00,1.940000,1.250000,880.89500000
"Kepler-149 b","Kepler-149","Transit",2014,29.19894300000,0.1840000000,,0.37600000,,5381.00,0.953000,,571.03400000
"NGC 2682 YBP 1514 b","NGC 2682 YBP 1514","Radial Velocity",2014,5.11800000000,,0.40000000,,,5725.00,,0.960000,914.22100000
"Kepler-958 b","Kepler-958","Transit",2016,9.76788050000,,,0.18378089,,5421.00,0.860000,0.910000,449.77300000
"Kepler-172 e","Kepler-172","Transit",2014,35.11873600000,0.2110000000,,0.24600000,,5526.00,1.085000,,828.59200000
"GJ 414 A b","GJ 414 A","Radial Velocity",2021,50.80000000000,0.2324000000,0.02391215,0.23463288,308.60,4120.00,0.680000,0.650000,11.88930000
"Kepler-178 d","Kepler-178","Transit",2014,96.67898800000,0.3970000000,,0.35200000,,5676.00,1.066000,,716.02500000
"Kepler-893 b","Kepler-893","Transit",2016,6.33855761000,,,0.27031849,,5820.00,0.990000,1.000000,1285.59000000
"Kepler-207 b","Kepler-207","Transit",2014,1.61186500000,0.0290000000,,0.14000000,,5920.00,1.588000,,875.51900000
"Kepler-373 c","Kepler-373","Transit",2014,16.72594800000,0.1260000000,,0.11100000,,5787.00,0.845000,,1090.45000000
"Kepler-1926 b","Kepler-1926","Transit",2021,42.87770081000,,,0.20652722,,5256.00,0.832000,0.768000,667.40500000
"HD 175167 b","HD 175167","Radial Velocity",2009,1175.00000000000,,14.80000000,,,,,1.090000,71.08630000
"Kepler-32 e","Kepler-32","Transit",2012,2.89600000000,0.0330000000,,0.13382104,,3900.00,0.530000,0.580000,323.84700000
"Kepler-1920 b","Kepler-1920","Transit",2021,30.25410080000,,,0.26355282,,6277.00,1.161000,1.239000,885.91300000
"Kepler-1691 b","Kepler-1691","Transit",2020,3.84820000000,,,0.16368185,,6000.00,1.131520,1.110000,1267.67000000
"91 Aqr b","91 Aqr","Radial Velocity",2013,181.40000000000,0.7000000000,3.20000000,,,4665.00,11.000000,1.400000,44.03040000
"K2-89 b","K2-89","Transit",2016,1.09602600000,0.0146200000,,0.05486663,,3691.00,0.318000,0.347000,86.03860000
"Kepler-1245 c","Kepler-1245","Transit",2016,2.93658468100,,,0.12846820,,5306.00,0.830000,0.860000,805.93600000
"Kepler-1877 b","Kepler-1877","Transit",2021,2.37756991400,,,0.05567732,,5615.00,0.936000,1.022000,285.31200000
"Kepler-445 c","Kepler-445","Transit",2015,4.87122900000,,,0.22000000,,3157.00,0.210000,0.180000,127.20100000
"Kepler-1757 b","Kepler-1757","Transit",2021,19.65640068000,,,0.26287872,,5288.00,0.740000,0.828000,807.30800000
"OGLE-2013-BLG-0132L b","OGLE-2013-BLG-0132L","Microlensing",2017,,3.6000000000,0.29000000,,,,,0.540000,3900.00000000
"Kepler-589 b","Kepler-589","Transit",2016,16.54964934000,,,0.20251584,,5296.00,0.830000,0.880000,612.80300000
"Kepler-1074 b","Kepler-1074","Transit",2016,5.94566534000,,,0.11151753,,4002.00,0.570000,0.600000,250.81700000
"Kepler-321 b","Kepler-321","Transit",2014,4.91537900000,0.0570000000,,0.15800000,,5740.00,1.194000,,384.54200000
"Kepler-1063 b","Kepler-1063","Transit",2016,14.07971466000,,,0.13292890,,5945.00,1.140000,1.090000,343.22600000
"HD 37124 b","HD 37124","Radial Velocity",2002,154.37800000000,0.5336400000,0.67500000,,,,,0.850000,31.66340000
"Kepler-377 b","Kepler-377","Transit",2014,12.50952900000,0.1090000000,,0.12400000,,5949.00,1.224000,,823.80400000
"Kepler-1772 b","Kepler-1772","Transit",2021,3.21509003600,,,0.23963819,,5541.00,0.934000,0.942000,871.56400000
"HD 10180 h","HD 10180","Radial Velocity",2010,2205.00000000000,3.3810000000,0.20660000,,,5911.00,1.109000,1.060000,38.96070000
"Kepler-1254 c","Kepler-1254","Transit",2016,3.60084276000,,,0.11597823,,4985.00,0.750000,0.780000,622.81800000
"Kepler-1537 b","Kepler-1537","Transit",2016,1.44445379800,,,0.10527255,,5079.00,0.770000,0.810000,517.29200000
"Kepler-334 c","Kepler-334","Transit",2014,12.75800500000,0.1070000000,,0.12800000,,5828.00,1.068000,,426.59000000
"Kepler-1689 b","Kepler-1689","Transit",2020,8.48300000000,,,0.08446663,,5731.43,0.996208,1.023000,294.12200000
"KIC 5437945 b","KIC 5437945","Transit",2015,440.78130000000,,,0.57096976,,6340.00,1.240000,1.070000,1274.01000000
"Kepler-1870 b","Kepler-1870","Transit",2021,3.60694003100,,,0.18747803,,5508.00,0.840000,0.955000,407.21600000
"Kepler-312 b","Kepler-312","Transit",2014,1.77241900000,0.0310000000,,0.11500000,,6115.00,1.467000,,797.72000000
"HD 101930 b","HD 101930","Radial Velocity",2005,70.46000000000,0.3000000000,0.25000000,,,5108.00,0.860000,0.570000,30.02740000
"Kepler-181 b","Kepler-181","Transit",2014,3.13787300000,0.0400000000,,0.11300000,,5333.00,0.749000,,609.28300000
"Kepler-254 c","Kepler-254","Transit",2014,12.41218300000,0.1050000000,,0.19200000,,5957.00,0.910000,,1389.48000000
"Kepler-49 b","Kepler-49","Transit",2012,7.20000000000,,0.03073986,0.23008337,,4095.60,0.618000,0.607000,311.22200000
"Kepler-293 b","Kepler-293","Transit",2014,19.25419600000,0.1440000000,,0.27400000,,5804.00,0.957000,,974.63300000
"Kepler-1269 b","Kepler-1269","Transit",2016,37.33315360000,,,0.14541886,,5998.00,1.150000,1.100000,1097.23000000
"HD 83443 b","HD 83443","Radial Velocity",2002,2.98562800000,0.0406000000,0.40200000,,,5442.00,0.940000,1.000000,40.89910000
"HD 37124 c","HD 37124","Radial Velocity",2002,885.50000000000,1.7100000000,0.65200000,,,,,0.850000,31.66340000
"Kepler-1163 b","Kepler-1163","Transit",2016,6.11786898000,,,0.09189045,,6302.00,1.350000,1.220000,478.64700000
"KOI-142 c","KOI-142","Transit Timing Variations",2013,22.26492000000,,0.67400000,,,5466.00,0.897000,0.990000,376.86300000
